date,district_id,name,state,zone,lat,lon,raw_rainfall,observed_rainfall,regime,regime_confidence,lead_time,wind_speed,wind_dir,cape,pressure,radiation,temp_range,temp_mean,day_of_year,month,monsoon_phase,is_peak_monsoon,latitude,longitude,p_exceed_7.5,p_exceed_64.5,p_exceed_124.5,p_exceed_244.5,pressure_anomaly,wind_cape_ratio,dry_flag,rain_category
2024-06-21,199,Valsad,Gujarat,west,20.6,72.93,4.8,0.86,coastal,1.0,24,27.7,228,1908.8,1002.2,19.8,2.7,30.2,173,6,1,0,20.559715,72.890625,0.4579,0.4579,0.4579,0.4579,11.0,68.9,0,1
2024-06-21,200,Devbhoomi Dwarka,Gujarat,west,22.2,69.95,0.0,12.25,orographic,0.6667,24,33.7,233,509.2,993.8,24.7,7.3,33.2,173,6,1,0,22.199806,69.96094,1.0,1.0,1.0,1.0,19.5,15.1,1,0
2024-06-21,201,Morbi,Gujarat,west,22.82,70.83,0.0,0.24,orographic,0.6667,24,37.6,252,597.1,993.1,22.1,8.1,34.5,173,6,1,0,22.785553,70.78125,0.2729,0.2729,0.2729,0.2729,20.1,15.9,1,0
2024-06-21,202,Chhota Udaipur,Gujarat,west,22.3,74.0,0.0,3.29,coastal,1.0,24,36.0,231,834.2,979.4,21.5,10.3,33.5,173,6,1,0,22.199806,73.94531,1.0,1.0,1.0,1.0,33.9,23.2,1,0
2024-06-21,203,Botad,Gujarat,west,22.17,71.67,5.9,5.61,coastal,0.6667,24,29.7,234,424.6,992.4,16.1,11.5,34.1,173,6,1,0,22.199806,71.71875,0.7112,0.7112,0.7112,0.7112,20.9,14.3,0,1
2024-06-21,204,Gir Forest,Gujarat,west,21.1,70.8,1.6,0.0,coastal,1.0,24,29.3,245,1207.9,985.9,13.8,5.9,31.2,173,6,1,0,21.028313,70.78125,0.2,0.2,0.2,0.2,27.4,41.2,0,1
2024-06-21,205,Narmada,Gujarat,west,21.8,73.5,0.5,5.71,coastal,1.0,24,30.1,222,1024.2,980.7,15.0,7.3,31.9,173,6,1,0,21.731209,73.47656,0.9878,0.9878,0.9878,0.9878,32.5,34.0,1,0
2024-06-21,228,Bilaspur,Himachal Pradesh,north,31.33,76.75,1.8,0.0,orographic,0.6667,24,15.1,64,110.8,933.7,17.9,11.0,31.3,173,6,1,0,31.220306,76.75781,0.01,0.01,0.01,0.01,79.5,7.3,0,1
2024-06-21,230,Hamirpur,Himachal Pradesh,north,31.68,76.53,2.5,0.22,orographic,0.6667,24,15.8,68,135.0,917.4,15.9,9.5,29.8,173,6,1,0,31.806053,76.52344,0.2672,0.2672,0.2672,0.2672,95.9,8.5,0,1
2024-06-21,232,Kinnaur,Himachal Pradesh,north,31.65,78.25,5.2,0.96,orographic,0.6667,24,15.8,243,37.1,622.9,20.3,5.2,7.7,173,6,1,0,31.688904,78.28125,0.7445,0.7445,0.7445,0.7445,390.4,2.3,0,1
2024-06-21,233,Kullu,Himachal Pradesh,north,31.95,77.1,11.3,6.32,orographic,0.6667,24,17.4,11,22.1,839.6,15.7,12.5,23.4,173,6,1,0,31.923203,77.22656,1.0,1.0,1.0,1.0,173.6,1.3,0,2
2024-06-21,235,Mandi,Himachal Pradesh,north,31.7,76.93,4.6,0.37,orographic,0.6667,24,14.0,78,40.0,873.1,15.3,11.7,25.8,173,6,1,0,31.806053,76.99219,0.3097,0.3097,0.3097,0.3097,140.1,2.9,0,1
2024-06-21,236,Shimla,Himachal Pradesh,north,31.1,77.17,3.5,13.01,coastal,0.6667,24,24.3,118,70.4,849.3,14.4,11.9,25.6,173,6,1,0,30.986008,77.22656,0.2094,0.2094,0.2094,0.2094,164.0,2.9,0,1
2024-06-21,239,Una,Himachal Pradesh,north,31.48,76.27,1.1,7.4,orographic,0.6667,24,19.8,32,201.7,954.2,19.0,9.9,33.0,173,6,1,0,31.454605,76.28906,0.2243,0.2243,0.2243,0.2243,59.0,10.2,0,1
2024-06-21,336,Barwani,Madhya Pradesh,central,22.03,74.9,20.8,5.49,coastal,1.0,24,29.4,233,974.2,977.6,15.9,8.4,32.5,173,6,1,0,21.965508,75.0,0.6226,0.6226,0.6226,0.6226,35.6,33.1,0,2
2024-06-21,339,Burhanpur,Madhya Pradesh,central,21.33,76.23,35.1,34.63,depression,0.75,24,23.8,255,776.3,973.2,11.6,5.6,28.8,173,6,1,0,21.262611,76.28906,0.9375,0.9375,0.9375,0.9375,40.0,32.6,0,3
2024-06-21,340,Chhatarpur,Madhya Pradesh,central,24.92,79.58,0.2,24.92,orographic,0.6667,24,16.8,232,500.0,970.9,18.1,7.9,32.2,173,6,1,0,24.99121,79.53714,0.9508,0.9508,0.9508,0.9508,42.4,29.8,1,0
2024-06-21,343,Datia,Madhya Pradesh,central,25.67,78.45,0.0,0.0,orographic,0.6667,24,18.8,277,500.0,977.4,17.5,10.6,32.6,173,6,1,0,25.764498,78.52941,0.05,0.05,0.05,0.05,35.9,26.6,1,0
2024-06-21,348,Gwalior,Madhya Pradesh,central,26.22,78.18,0.1,0.0,coastal,0.6667,24,23.8,280,500.0,977.7,16.8,10.3,32.8,173,6,1,0,26.25659,78.24369,0.2,0.2,0.2,0.2,35.5,21.0,1,0
2024-06-21,355,Khandwa,Madhya Pradesh,central,21.83,76.35,25.4,3.54,coastal,0.6667,24,24.7,266,760.4,963.8,8.6,2.7,29.1,173,6,1,0,21.731209,76.28906,1.0,1.0,1.0,1.0,49.5,30.8,0,2
2024-06-21,356,Khargone,Madhya Pradesh,central,21.82,75.62,26.0,56.82,coastal,1.0,24,28.9,258,997.5,968.4,13.9,4.0,30.3,173,6,1,0,21.731209,75.703125,0.9634,0.9634,0.9634,0.9634,44.9,34.5,0,2
2024-06-21,359,Morena,Madhya Pradesh,central,26.5,77.98,1.0,0.17,orographic,0.6667,24,19.8,273,500.0,979.2,19.4,8.8,32.0,173,6,1,0,26.467485,78.00661,0.2525,0.2525,0.2525,0.2525,34.0,25.3,0,1
2024-06-21,362,Panna,Madhya Pradesh,central,24.72,80.18,0.9,6.96,western_disturbance,1.0,24,15.9,246,500.0,976.8,21.5,9.7,32.2,173,6,1,0,24.710016,79.96785,0.8512,0.8512,0.8512,0.8512,36.5,31.4,1,0
2024-06-21,366,Rewa,Madhya Pradesh,central,24.53,81.3,0.5,12.21,orographic,0.6667,24,19.2,246,500.0,962.7,19.0,10.9,31.8,173,6,1,0,24.49912,80.0,0.9525,0.9525,0.9525,0.9525,50.5,26.0,1,0
2024-06-21,368,Satna,Madhya Pradesh,central,24.58,80.83,0.5,33.19,orographic,0.6667,24,19.2,246,500.0,962.7,19.0,10.9,31.8,173,6,1,0,24.49912,80.0,1.0,1.0,1.0,1.0,50.5,26.0,1,0
2024-06-21,373,Shivpuri,Madhya Pradesh,central,25.42,77.65,28.5,1.78,coastal,0.6667,24,20.0,250,500.0,948.7,19.9,12.2,29.8,173,6,1,0,25.483303,77.505424,0.7333,0.7333,0.7333,0.7333,64.5,25.0,0,2
2024-06-21,379,Niwari,Madhya Pradesh,central,25.02,79.12,0.0,37.27,western_disturbance,0.6667,24,14.2,260,500.0,970.5,13.6,8.0,32.5,173,6,1,0,24.99121,79.246506,0.8257,0.8257,0.8257,0.8257,42.8,35.2,1,0
2024-06-21,383,Ahmednagar,Maharashtra,west_coast,19.09,74.73,1.1,0.0,coastal,0.6667,24,32.0,270,518.3,940.7,10.8,5.5,28.8,173,6,1,0,19.973969,74.765625,0.5,0.5,0.5,0.5,72.5,16.2,0,1
2024-06-21,384,Akola,Maharashtra,west_coast,20.7,77.0,48.5,11.21,orographic,0.6667,24,37.6,285,702.1,971.1,18.5,8.5,29.5,173,6,1,0,20.794014,76.99219,1.0,1.0,1.0,1.0,42.1,18.7,0,3
2024-06-21,385,Amravati,Maharashtra,west_coast,20.93,77.75,11.4,38.58,depression,0.75,24,20.7,275,708.8,965.4,9.9,8.1,28.7,173,6,1,0,21.028313,77.69531,0.952,0.952,0.952,0.952,47.9,34.2,0,2
2024-06-21,386,Chhatrapati Sambhajinagar,Maharashtra,west_coast,19.88,75.32,2.8,0.0,coastal,0.6667,24,33.2,271,548.3,924.1,14.1,6.5,27.6,173,6,1,0,19.973969,75.234375,0.2,0.2,0.2,0.2,89.1,16.5,0,1
2024-06-21,388,Bhandara,Maharashtra,west_coast,21.17,79.65,3.4,5.53,orographic,0.6667,24,19.5,218,615.4,973.0,11.6,8.4,27.5,173,6,1,0,21.262611,79.80469,0.6709,0.6709,0.6709,0.6709,40.2,31.6,0,1
2024-06-21,389,Buldhana,Maharashtra,west_coast,20.53,76.18,5.5,0.68,coastal,0.6667,24,34.9,282,482.1,933.4,14.3,8.1,27.9,173,6,1,0,20.442566,76.28906,0.4028,0.4028,0.4028,0.4028,79.9,13.8,0,1
2024-06-21,390,Chandrapur,Maharashtra,west_coast,19.95,79.3,61.3,51.33,coastal,1.0,24,21.5,253,810.8,980.3,10.4,7.8,27.6,173,6,1,0,19.973969,79.21875,0.9823,0.9823,0.9823,0.9823,33.0,37.7,0,3
2024-06-21,391,Dhule,Maharashtra,west_coast,20.9,74.78,0.8,0.0,coastal,0.6667,24,31.0,257,606.7,959.3,9.0,6.9,31.3,173,6,1,0,20.794014,74.765625,0.05,0.05,0.05,0.05,54.0,19.6,1,0
2024-06-21,392,Gadchiroli,Maharashtra,west_coast,19.5,80.0,45.4,13.35,orographic,0.6667,24,12.6,197,686.7,978.9,3.7,3.3,25.9,173,6,1,0,19.973969,80.03906,0.8723,0.8723,0.8723,0.8723,34.4,54.5,0,3
2024-06-21,393,Gondia,Maharashtra,west_coast,21.47,80.2,16.7,17.72,orographic,0.6667,24,15.6,225,751.7,968.8,13.9,10.6,28.4,173,6,1,0,21.49691,80.03906,0.8687,0.8687,0.8687,0.8687,44.5,48.2,0,2
2024-06-21,394,Hingoli,Maharashtra,west_coast,19.72,77.78,21.4,0.0,coastal,0.6667,24,34.4,286,595.8,961.8,11.2,7.8,30.2,173,6,1,0,19.973969,77.69531,0.5,0.5,0.5,0.5,51.5,17.3,0,2
2024-06-21,395,Jalgaon,Maharashtra,west_coast,21.0,75.97,13.4,10.21,orographic,0.6667,24,28.6,260,767.5,968.7,16.2,8.1,29.9,173,6,1,0,21.028313,76.05469,0.7299,0.7299,0.7299,0.7299,44.5,26.8,0,2
2024-06-21,396,Jalna,Maharashtra,west_coast,19.83,75.88,1.9,0.0,coastal,0.6667,24,34.9,274,501.3,939.0,12.8,6.6,28.9,173,6,1,0,19.973969,76.05469,0.2,0.2,0.2,0.2,74.2,14.4,0,1
2024-06-21,401,Nagpur,Maharashtra,west_coast,21.15,79.1,4.6,23.72,orographic,0.6667,24,20.5,271,722.5,965.1,17.6,9.6,29.2,173,6,1,0,21.262611,78.984375,0.9533,0.9533,0.9533,0.9533,48.1,35.2,0,1
2024-06-21,402,Nanded,Maharashtra,west_coast,19.15,77.3,13.3,0.0,orographic,0.6667,24,25.8,279,509.6,944.4,17.6,9.8,29.1,173,6,1,0,19.973969,77.22656,0.5,0.5,0.5,0.5,68.9,19.8,0,2
2024-06-21,403,Nandurbar,Maharashtra,west_coast,21.37,74.25,0.0,44.58,coastal,1.0,24,36.3,257,831.7,951.2,18.6,8.8,30.9,173,6,1,0,21.262611,74.296875,0.99,0.99,0.99,0.99,62.0,22.9,1,0
2024-06-21,404,Nashik,Maharashtra,west_coast,19.99,73.78,1.2,0.0,orographic,0.6667,24,32.6,242,735.8,935.8,17.9,6.1,26.4,173,6,1,0,19.973969,73.71094,0.2,0.2,0.2,0.2,77.5,22.6,0,1
2024-06-21,406,Palghar,Maharashtra,west_coast,19.7,72.8,7.3,0.0,coastal,1.0,24,28.6,235,1672.1,1001.1,18.9,3.2,30.2,173,6,1,0,19.973969,72.77344,0.5,0.5,0.5,0.5,12.1,58.5,0,1
2024-06-21,407,Parbhani,Maharashtra,west_coast,19.27,76.77,14.2,0.0,coastal,0.6667,24,28.4,270,468.3,943.6,13.2,6.7,28.9,173,6,1,0,19.973969,76.75781,0.5,0.5,0.5,0.5,69.6,16.5,0,2
2024-06-21,416,Wardha,Maharashtra,west_coast,20.73,78.6,27.4,12.07,coastal,0.6667,24,24.9,267,718.8,970.6,8.6,7.0,28.8,173,6,1,0,20.794014,78.515625,1.0,1.0,1.0,1.0,42.6,28.9,0,2
2024-06-21,417,Washim,Maharashtra,west_coast,20.1,77.15,11.6,0.73,coastal,0.6667,24,23.8,285,576.3,947.8,13.3,8.8,29.1,173,6,1,0,20.208267,77.22656,0.4186,0.4186,0.4186,0.4186,65.5,24.2,0,2
2024-06-21,418,Yavatmal,Maharashtra,west_coast,20.38,78.35,33.7,8.72,coastal,1.0,24,20.3,279,811.7,970.9,5.7,6.5,28.8,173,6,1,0,20.442566,78.28125,0.8356,0.8356,0.8356,0.8356,42.4,40.0,0,3
2024-06-21,500,Amritsar,Punjab,north,31.63,74.87,0.7,3.39,orographic,1.0,24,15.9,23,590.8,973.0,19.6,9.8,34.5,173,6,1,0,31.806053,74.765625,0.25,0.25,0.25,0.25,40.2,37.2,1,0
2024-06-21,507,Gurdaspur,Punjab,north,32.03,75.4,0.0,6.86,western_disturbance,1.0,24,16.8,338,171.7,971.3,10.7,8.5,33.6,173,6,1,0,32.04035,75.46875,0.6542,0.6542,0.6542,0.6542,42.0,10.2,1,0
2024-06-21,508,Hoshiarpur,Punjab,north,31.52,75.92,0.4,8.6,coastal,0.6667,24,29.0,5,181.3,961.3,19.1,9.8,34.0,173,6,1,0,31.454605,76.05469,0.3839,0.3839,0.3839,0.3839,52.0,6.3,1,0
2024-06-21,520,Pathankot,Punjab,north,32.27,75.65,0.6,0.0,coastal,0.6667,24,21.7,7,100.8,951.3,11.2,9.4,31.6,173,6,1,0,32.27465,75.703125,0.5,0.5,0.5,0.5,62.0,4.6,1,0
2024-06-21,523,Ajmer,Rajasthan,west,26.45,74.63,0.8,0.0,orographic,0.6667,24,18.1,172,500.0,948.1,16.5,10.0,31.4,173,6,1,0,26.467485,74.73568,0.05,0.05,0.05,0.05,65.1,27.6,1,0
2024-06-21,538,Jaipur,Rajasthan,west,26.92,75.78,3.1,0.0,orographic,0.6667,24,17.5,168,500.0,949.3,21.2,11.7,30.9,173,6,1,0,26.959578,75.715866,0.2,0.2,0.2,0.2,64.0,28.6,0,1
2024-06-21,539,Jaisalmer,Rajasthan,west,26.92,70.9,0.0,0.0,coastal,0.6667,24,27.2,214,500.0,975.2,23.2,10.2,33.9,173,6,1,0,27.029877,71.0,0.2,0.2,0.2,0.2,38.0,18.4,1,0
2024-06-21,543,Jodhpur,Rajasthan,west,26.28,73.02,0.2,14.24,coastal,0.6667,24,21.7,223,500.0,972.9,22.3,9.5,34.6,173,6,1,0,26.25659,73.00768,0.9826,0.9826,0.9826,0.9826,40.4,23.0,1,0
2024-06-21,544,Karauli,Rajasthan,west,26.48,77.02,15.8,0.0,orographic,0.6667,24,16.2,254,500.0,970.3,21.4,11.6,31.6,173,6,1,0,26.467485,77.01542,0.2,0.2,0.2,0.2,43.0,30.9,0,2
2024-06-21,550,Sawai Madhopur,Rajasthan,west,26.02,76.35,3.4,0.16,orographic,0.6667,24,19.7,212,500.0,970.0,19.2,12.7,33.2,173,6,1,0,25.975393,76.22951,0.2492,0.2492,0.2492,0.2492,43.2,25.4,0,1
2024-06-21,553,Tonk,Rajasthan,west,26.17,75.78,0.6,0.0,orographic,0.6667,24,18.8,186,500.0,969.8,21.0,11.2,33.1,173,6,1,0,26.25659,75.77388,0.05,0.05,0.05,0.05,43.5,26.6,1,0
2024-06-21,603,Adilabad,Telangana,south,19.66,78.53,37.8,59.06,coastal,1.0,24,22.7,284,807.5,972.5,14.3,9.7,29.5,173,6,1,0,19.973969,78.515625,0.99,0.99,0.99,0.99,40.8,35.6,0,3
2024-06-21,604,Mancherial,Telangana,south,18.87,79.45,16.9,0.0,western_disturbance,1.0,24,16.7,241,735.0,979.9,7.0,5.0,26.8,173,6,1,0,19.973969,79.453125,0.5,0.5,0.5,0.5,33.4,44.0,0,2
2024-06-21,615,Jagtial,Telangana,south,18.78,78.9,79.1,0.0,coastal,1.0,24,27.7,275,868.3,978.6,15.0,10.9,28.9,173,6,1,0,19.973969,78.984375,0.5,0.5,0.5,0.5,34.6,31.3,0,4
2024-06-21,617,Nirmal,Telangana,south,19.1,78.35,22.8,0.0,orographic,0.6667,24,21.1,285,745.8,968.4,16.6,9.2,30.1,173,6,1,0,19.973969,78.28125,0.5,0.5,0.5,0.5,44.9,35.3,0,2
2024-06-21,633,Asifabad,Telangana,south,19.36,79.28,61.3,0.0,coastal,1.0,24,21.5,253,810.8,980.3,10.4,7.8,27.6,173,6,1,0,19.973969,79.21875,0.5,0.5,0.5,0.5,33.0,37.7,0,3
2024-06-21,634,Kumuram Bheem Asifabad,Telangana,south,19.36,79.28,61.3,0.0,coastal,1.0,24,21.5,253,810.8,980.3,10.4,7.8,27.6,173,6,1,0,19.973969,79.21875,0.5,0.5,0.5,0.5,33.0,37.7,0,3
2024-06-21,635,Mancherial,Telangana,south,18.87,79.45,16.9,0.0,western_disturbance,1.0,24,16.7,241,735.0,979.9,7.0,5.0,26.8,173,6,1,0,19.973969,79.453125,0.5,0.5,0.5,0.5,33.4,44.0,0,2
2024-06-21,637,Jagtial,Telangana,south,18.78,78.9,79.1,0.0,coastal,1.0,24,27.7,275,868.3,978.6,15.0,10.9,28.9,173,6,1,0,19.973969,78.984375,0.5,0.5,0.5,0.5,34.6,31.3,0,4
2024-06-21,638,Nirmal,Telangana,south,19.1,78.35,22.8,0.0,orographic,0.6667,24,21.1,285,745.8,968.4,16.6,9.2,30.1,173,6,1,0,19.973969,78.28125,0.5,0.5,0.5,0.5,44.9,35.3,0,2
2024-06-21,639,Mancherial,Telangana,south,18.87,79.45,16.9,0.0,western_disturbance,1.0,24,16.7,241,735.0,979.9,7.0,5.0,26.8,173,6,1,0,19.973969,79.453125,0.5,0.5,0.5,0.5,33.4,44.0,0,2
2024-06-21,659,Amethi,Uttar Pradesh,north,26.15,81.12,0.7,2.02,orographic,0.6667,24,14.4,232,500.0,984.7,22.3,10.7,34.2,173,6,1,0,26.25659,80.02196,0.7267,0.7267,0.7267,0.7267,28.5,34.7,1,0
2024-06-21,668,Banda,Uttar Pradesh,north,25.48,80.33,0.0,0.0,orographic,0.6667,24,14.1,234,500.0,984.1,21.3,8.1,33.9,173,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,29.1,35.5,1,0
2024-06-21,676,Chitrakoot,Uttar Pradesh,north,25.2,80.9,1.2,0.74,orographic,0.6667,24,11.4,237,500.0,979.1,21.5,8.7,33.6,173,6,1,0,25.272406,79.97838,0.2111,0.2111,0.2111,0.2111,34.1,43.9,0,1
2024-06-21,681,Fatehpur,Uttar Pradesh,north,25.93,80.82,0.0,0.0,western_disturbance,1.0,24,16.3,248,500.0,985.0,22.0,10.4,34.1,173,6,1,0,25.975393,79.96722,0.2,0.2,0.2,0.2,28.2,30.7,1,0
2024-06-21,688,Hamirpur,Uttar Pradesh,north,25.95,80.15,0.0,0.0,western_disturbance,1.0,24,16.3,248,500.0,985.0,22.0,10.4,34.1,173,6,1,0,25.975393,79.96722,0.2,0.2,0.2,0.2,28.2,30.7,1,0
2024-06-21,692,Jalaun,Uttar Pradesh,north,26.15,79.35,0.1,0.0,orographic,0.6667,24,14.3,263,500.0,982.9,15.2,9.4,32.7,173,6,1,0,26.25659,79.23161,0.05,0.05,0.05,0.05,30.4,35.0,1,0
2024-06-21,694,Jhansi,Uttar Pradesh,north,25.45,78.57,2.6,3.14,coastal,0.6667,24,21.0,263,500.0,972.6,19.2,10.8,31.6,173,6,1,0,25.483303,78.48157,0.7041,0.7041,0.7041,0.7041,40.6,23.8,0,1
2024-06-21,699,Kaushambi,Uttar Pradesh,north,25.5,81.1,0.0,0.0,orographic,0.6667,24,14.1,234,500.0,984.1,21.3,8.1,33.9,173,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,29.1,35.5,1,0
2024-06-21,704,Mahoba,Uttar Pradesh,north,25.3,79.88,0.0,0.13,orographic,0.6667,24,14.6,237,500.0,974.2,20.5,8.2,33.2,173,6,1,0,25.272406,79.78378,0.0688,0.0688,0.0688,0.0688,39.0,34.2,1,0
2024-06-21,714,Prayagraj,Uttar Pradesh,north,25.43,81.85,0.0,0.0,orographic,0.6667,24,14.1,234,500.0,984.1,21.3,8.1,33.9,173,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,29.1,35.5,1,0
2024-06-21,731,Banda,Uttar Pradesh,north,25.48,80.33,0.0,0.0,orographic,0.6667,24,14.1,234,500.0,984.1,21.3,8.1,33.9,173,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,29.1,35.5,1,0
2024-06-21,732,Orai,Uttar Pradesh,north,25.98,79.45,0.3,0.0,orographic,0.6667,24,14.0,238,500.0,983.4,20.4,9.0,32.9,173,6,1,0,25.975393,79.47541,0.05,0.05,0.05,0.05,29.9,35.7,1,0
2024-06-21,740,Prayagraj,Uttar Pradesh,north,25.43,81.85,0.0,0.0,orographic,0.6667,24,14.1,234,500.0,984.1,21.3,8.1,33.9,173,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,29.1,35.5,1,0
2024-06-21,784,Dadra and Nagar Haveli,Dadra & Nagar Haveli and Daman & Diu,west,20.2,73.02,3.9,0.0,coastal,1.0,24,26.9,225,1176.3,998.4,21.0,6.2,30.3,173,6,1,0,20.208267,73.00781,0.2,0.2,0.2,0.2,14.9,43.7,0,1
2024-06-21,785,Daman,Dadra & Nagar Haveli and Daman & Diu,west,20.42,72.85,4.8,0.0,coastal,1.0,24,27.7,228,1908.8,1002.2,19.8,2.7,30.2,173,6,1,0,20.559715,72.890625,0.2,0.2,0.2,0.2,11.0,68.9,0,1
2024-06-21,786,Diu,Dadra & Nagar Haveli and Daman & Diu,west,20.72,70.98,1.6,0.0,coastal,1.0,24,30.0,248,1672.5,1001.1,16.5,4.8,31.8,173,6,1,0,20.794014,71.015625,0.2,0.2,0.2,0.2,12.1,55.8,0,1
2024-06-21,792,Mancherial,Telangana,south,18.87,79.45,16.9,0.0,western_disturbance,1.0,24,16.7,241,735.0,979.9,7.0,5.0,26.8,173,6,1,0,19.973969,79.453125,0.5,0.5,0.5,0.5,33.4,44.0,0,2
2024-06-21,794,Jagtial,Telangana,south,18.78,78.9,79.1,0.0,coastal,1.0,24,27.7,275,868.3,978.6,15.0,10.9,28.9,173,6,1,0,19.973969,78.984375,0.5,0.5,0.5,0.5,34.6,31.3,0,4
2024-06-21,795,Nirmal,Telangana,south,19.1,78.35,22.8,0.0,orographic,0.6667,24,21.1,285,745.8,968.4,16.6,9.2,30.1,173,6,1,0,19.973969,78.28125,0.5,0.5,0.5,0.5,44.9,35.3,0,2
2024-06-22,126,Balod,Chhattisgarh,central,21.2,80.77,11.1,6.1,coastal,0.6667,24,7.2,229,921.3,951.8,13.4,7.7,27.5,174,6,1,0,21.262611,80.03906,1.0,1.0,1.0,1.0,61.5,128.0,0,2
2024-06-22,129,Bastar,Chhattisgarh,central,19.1,80.83,16.7,0.2,orographic,0.6667,24,13.7,235,711.3,977.7,14.2,5.5,27.1,174,6,1,0,19.973969,80.03906,0.2601,0.2601,0.2601,0.2601,35.5,51.9,0,2
2024-06-22,130,Bemetara,Chhattisgarh,central,21.48,81.5,13.5,5.91,orographic,1.0,24,16.2,226,923.8,968.0,16.4,7.6,28.9,174,6,1,0,21.49691,80.03906,1.0,1.0,1.0,1.0,45.2,57.0,0,2
2024-06-22,131,Bijapur,Chhattisgarh,central,18.97,80.53,16.7,0.0,orographic,0.6667,24,13.7,235,711.3,977.7,14.2,5.5,27.1,174,6,1,0,19.973969,80.03906,0.2,0.2,0.2,0.2,35.5,51.9,0,2
2024-06-22,134,Dhamtari,Chhattisgarh,central,20.7,81.55,21.4,1.67,orographic,0.6667,24,10.5,226,976.7,973.0,9.5,6.5,28.1,174,6,1,0,20.794014,80.03906,0.7016,0.7016,0.7016,0.7016,40.2,93.0,0,2
2024-06-22,135,Durg,Chhattisgarh,central,21.18,81.28,11.1,0.0,coastal,0.6667,24,7.2,229,921.3,951.8,13.4,7.7,27.5,174,6,1,0,21.262611,80.03906,0.05,0.05,0.05,0.05,61.5,128.0,0,2
2024-06-22,140,Kanker,Chhattisgarh,central,20.27,80.43,13.9,7.02,orographic,1.0,24,12.6,244,809.6,977.6,15.2,6.1,27.6,174,6,1,0,20.208267,80.03906,1.0,1.0,1.0,1.0,35.6,64.3,0,2
2024-06-22,141,Kondagaon,Chhattisgarh,central,19.6,80.57,16.7,0.74,orographic,0.6667,24,13.7,235,711.3,977.7,14.2,5.5,27.1,174,6,1,0,19.973969,80.03906,0.4215,0.4215,0.4215,0.4215,35.5,51.9,0,2
2024-06-22,145,Narayanpur,Chhattisgarh,central,19.68,80.98,16.7,0.58,orographic,0.6667,24,13.7,235,711.3,977.7,14.2,5.5,27.1,174,6,1,0,19.973969,80.03906,0.3747,0.3747,0.3747,0.3747,35.5,51.9,0,2
2024-06-22,147,Raipur,Chhattisgarh,central,21.25,81.63,11.1,0.0,coastal,0.6667,24,7.2,229,921.3,951.8,13.4,7.7,27.5,174,6,1,0,21.262611,80.03906,0.05,0.05,0.05,0.05,61.5,128.0,0,2
2024-06-22,148,Rajnandgaon,Chhattisgarh,central,21.1,80.75,12.4,6.1,orographic,1.0,24,12.3,230,915.8,971.4,17.4,6.9,28.4,174,6,1,0,21.028313,80.03906,1.0,1.0,1.0,1.0,41.9,74.5,0,2
2024-06-22,154,Charama,Chhattisgarh,central,20.53,80.77,25.6,0.34,orographic,0.6667,24,10.1,241,837.1,975.0,5.2,4.3,26.6,174,6,1,0,20.442566,80.03906,0.3008,0.3008,0.3008,0.3008,38.2,82.9,0,2
2024-06-22,173,Amreli,Gujarat,west,21.62,71.18,0.6,4.57,coastal,0.6667,24,35.1,268,390.0,982.8,24.8,10.7,34.5,174,6,1,0,21.731209,71.25,0.9911,0.9911,0.9911,0.9911,30.5,11.1,1,0
2024-06-22,177,Bharuch,Gujarat,west,21.7,72.98,0.3,5.91,coastal,1.0,24,27.2,228,922.5,997.7,24.8,9.0,34.3,174,6,1,0,21.731209,73.00781,1.0,1.0,1.0,1.0,15.5,33.9,1,0
2024-06-22,178,Bhavnagar,Gujarat,west,21.76,72.15,0.0,26.8,active_monsoon,0.75,24,39.9,199,620.0,999.6,24.8,6.6,33.7,174,6,1,0,21.731209,72.1875,0.9515,0.9515,0.9515,0.9515,13.6,15.5,1,0
2024-06-22,180,Dang,Gujarat,west,20.75,73.68,12.3,25.41,orographic,0.6667,24,13.7,221,575.4,952.0,6.2,6.7,27.9,174,6,1,0,20.794014,73.71094,0.9668,0.9668,0.9668,0.9668,61.2,42.0,0,2
2024-06-22,182,Gir Somnath,Gujarat,west,20.97,70.37,1.0,0.0,coastal,1.0,24,24.6,260,1006.3,1000.6,17.4,3.4,31.4,174,6,1,0,21.028313,70.3125,0.2,0.2,0.2,0.2,12.6,40.9,0,1
2024-06-22,183,Jamnagar,Gujarat,west,22.47,70.07,0.0,0.0,coastal,1.0,24,27.5,265,832.9,999.1,21.1,3.2,31.9,174,6,1,0,22.551254,69.96094,0.2,0.2,0.2,0.2,14.1,30.3,1,0
2024-06-22,184,Junagadh,Gujarat,west,21.52,70.48,0.0,7.52,orographic,0.6667,24,23.0,254,592.9,934.6,22.0,7.8,29.4,174,6,1,0,21.49691,70.546875,0.8635,0.8635,0.8635,0.8635,78.6,25.8,1,0
2024-06-22,188,Narmada,Gujarat,west,21.8,73.5,0.2,0.43,orographic,0.6667,24,24.2,220,676.7,979.9,16.2,10.6,32.9,174,6,1,0,21.731209,73.47656,0.3286,0.3286,0.3286,0.3286,33.4,28.0,1,0
