date,district_id,name,state,zone,lat,lon,raw_rainfall,observed_rainfall,regime,regime_confidence,lead_time,wind_speed,wind_dir,cape,pressure,radiation,temp_range,temp_mean,day_of_year,month,monsoon_phase,is_peak_monsoon,latitude,longitude,p_exceed_7.5,p_exceed_64.5,p_exceed_124.5,p_exceed_244.5
2022-06-08,732,Orai,Uttar Pradesh,north,25.98,79.45,0.0,0.0,orographic,0.3333,24,23.9,283.0,,970.1,18.9,10.9,37.5,159,6,1,0,24.99121,79.53714,0.05,0.05,0.05,0.05
2022-06-08,784,Dadra and Nagar Haveli,Dadra & Nagar Haveli and Daman & Diu,west,20.2,73.02,1.0,1.01,orographic,0.3333,24,23.2,234.0,,1001.7,24.0,8.6,32.4,159,6,1,0,21.265377,73.04481,0.8689,0.8689,0.8689,0.8689
2022-06-08,785,Daman,Dadra & Nagar Haveli and Daman & Diu,west,20.42,72.85,0.2,0.0,orographic,0.3333,24,20.9,229.0,,1003.6,24.9,7.3,31.8,159,6,1,0,21.265377,72.76986,0.5,0.5,0.5,0.5
2022-06-08,786,Diu,Dadra & Nagar Haveli and Daman & Diu,west,20.72,70.98,0.0,0.0,orographic,0.3333,24,23.5,261.0,,975.1,22.3,11.8,31.7,159,6,1,0,21.265377,71.02851,0.2,0.2,0.2,0.2
2022-06-09,126,Balod,Chhattisgarh,central,21.2,80.77,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-09,130,Bemetara,Chhattisgarh,central,21.48,81.5,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-09,135,Durg,Chhattisgarh,central,21.18,81.28,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-09,140,Kanker,Chhattisgarh,central,20.27,80.43,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-09,147,Raipur,Chhattisgarh,central,21.25,81.63,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-09,148,Rajnandgaon,Chhattisgarh,central,21.1,80.75,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-09,154,Charama,Chhattisgarh,central,20.53,80.77,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-09,173,Amreli,Gujarat,west,21.62,71.18,2.4,0.0,orographic,0.3333,24,23.5,254.0,,991.7,23.1,12.5,34.1,160,6,1,0,21.476273,71.24617,0.2,0.2,0.2,0.2
2022-06-09,177,Bharuch,Gujarat,west,21.7,72.98,0.0,0.0,orographic,0.3333,24,22.1,221.0,,1000.4,25.2,9.5,33.5,160,6,1,0,21.757467,73.01539,0.05,0.05,0.05,0.05
2022-06-09,178,Bhavnagar,Gujarat,west,21.76,72.15,0.0,0.0,orographic,0.3333,24,27.0,204.0,,1002.4,23.0,9.1,33.2,160,6,1,0,21.757467,72.184616,0.2,0.2,0.2,0.2
2022-06-09,180,Dang,Gujarat,west,20.75,73.68,0.1,0.0,orographic,0.6667,24,19.3,243.0,,996.2,24.1,9.9,32.8,160,6,1,0,21.265377,73.50306,0.2,0.2,0.2,0.2
2022-06-09,182,Gir Somnath,Gujarat,west,20.97,70.37,0.2,0.0,orographic,0.3333,24,20.0,254.0,,998.4,24.0,8.8,31.4,160,6,1,0,21.265377,70.29532,0.5,0.5,0.5,0.5
2022-06-09,183,Jamnagar,Gujarat,west,22.47,70.07,0.0,0.0,orographic,0.3333,24,34.6,259.0,,1001.6,25.5,5.0,31.0,160,6,1,0,22.530754,70.02075,0.05,0.05,0.05,0.05
2022-06-09,184,Junagadh,Gujarat,west,21.52,70.48,0.3,0.0,orographic,0.6667,24,19.5,251.0,,937.4,24.4,10.3,28.6,160,6,1,0,21.476273,70.51072,0.05,0.05,0.05,0.05
2022-06-09,188,Narmada,Gujarat,west,21.8,73.5,0.0,0.0,orographic,0.3333,24,20.6,225.0,,983.0,25.2,11.6,32.8,160,6,1,0,21.757467,73.47692,0.2,0.2,0.2,0.2
2022-06-09,189,Navsari,Gujarat,west,20.95,72.92,0.0,0.0,orographic,0.3333,24,21.9,231.0,,1000.5,24.6,8.3,32.4,160,6,1,0,21.265377,73.04481,0.2,0.2,0.2,0.2
2022-06-09,192,Porbandar,Gujarat,west,21.63,69.6,0.5,0.0,orographic,0.3333,24,20.7,252.0,,1003.1,24.0,4.6,30.1,160,6,1,0,21.757467,69.50769,0.05,0.05,0.05,0.05
2022-06-09,193,Rajkot,Gujarat,west,22.3,70.8,0.2,0.0,orographic,0.3333,24,22.5,243.0,,987.2,23.6,11.9,33.3,160,6,1,0,22.24956,70.754135,0.2,0.2,0.2,0.2
2022-06-09,195,Surat,Gujarat,west,21.17,72.83,0.1,0.0,orographic,0.3333,24,20.5,226.0,,1002.4,25.0,7.0,31.8,160,6,1,0,21.265377,72.76986,0.05,0.05,0.05,0.05
2022-06-09,196,Surendranagar,Gujarat,west,22.7,71.6,0.0,6.68,orographic,0.3333,24,25.4,262.0,,991.4,24.3,12.8,33.8,160,6,1,0,22.741652,71.45681,0.5036,0.5036,0.5036,0.5036
2022-06-09,197,Tapi,Gujarat,west,21.12,73.4,0.1,0.0,orographic,0.6667,24,19.3,243.0,,996.2,24.1,9.9,32.8,160,6,1,0,21.265377,73.50306,0.05,0.05,0.05,0.05
2022-06-09,198,Vadodara,Gujarat,west,22.3,73.2,0.0,0.0,orographic,0.6667,24,18.8,228.0,,998.5,24.1,10.8,34.5,160,6,1,0,22.24956,73.264465,0.05,0.05,0.05,0.05
2022-06-09,199,Valsad,Gujarat,west,20.6,72.93,0.0,0.0,orographic,0.3333,24,21.9,231.0,,1000.5,24.6,8.3,32.4,160,6,1,0,21.265377,73.04481,0.2,0.2,0.2,0.2
2022-06-09,200,Devbhoomi Dwarka,Gujarat,west,22.2,69.95,0.0,0.0,orographic,0.3333,24,22.4,244.0,,996.8,25.0,10.4,32.9,160,6,1,0,22.24956,70.01033,0.05,0.05,0.05,0.05
2022-06-09,201,Morbi,Gujarat,west,22.82,70.83,0.1,0.0,orographic,0.3333,24,26.0,258.0,,995.8,24.7,10.4,32.8,160,6,1,0,22.741652,70.707596,0.05,0.05,0.05,0.05
2022-06-09,202,Chhota Udaipur,Gujarat,west,22.3,74.0,0.0,0.0,orographic,0.6667,24,16.5,241.0,,981.5,24.3,10.9,33.5,160,6,1,0,22.24956,74.00826,0.05,0.05,0.05,0.05
2022-06-09,203,Botad,Gujarat,west,22.17,71.67,0.0,0.0,orographic,0.6667,24,18.5,250.0,,994.7,23.7,12.2,34.4,160,6,1,0,22.24956,71.77686,0.2,0.2,0.2,0.2
2022-06-09,204,Gir Forest,Gujarat,west,21.1,70.8,0.0,0.0,orographic,0.3333,24,20.1,253.0,,981.2,23.9,11.6,31.6,160,6,1,0,21.265377,70.75356,0.2,0.2,0.2,0.2
2022-06-09,205,Narmada,Gujarat,west,21.8,73.5,0.0,0.0,orographic,0.3333,24,20.6,225.0,,983.0,25.2,11.6,32.8,160,6,1,0,21.757467,73.47692,0.2,0.2,0.2,0.2
2022-06-09,228,Bilaspur,Himachal Pradesh,north,31.33,76.75,0.0,17.83,orographic,0.6667,24,15.9,318.0,,958.1,22.9,17.5,32.8,160,6,1,0,30.966606,76.77725,0.9581,0.9581,0.9581,0.9581
2022-06-09,230,Hamirpur,Himachal Pradesh,north,31.68,76.53,0.0,0.0,orographic,0.6667,24,16.6,39.0,,917.0,23.4,15.7,30.9,160,6,1,0,31.739893,76.4946,0.2,0.2,0.2,0.2
2022-06-09,232,Kinnaur,Himachal Pradesh,north,31.65,78.25,0.2,0.0,orographic,0.6667,24,9.0,243.0,,631.4,29.0,9.7,5.2,160,6,1,0,31.669594,78.237404,0.2,0.2,0.2,0.2
2022-06-09,233,Kullu,Himachal Pradesh,north,31.95,77.1,0.1,0.0,orographic,0.6667,24,9.0,5.0,,851.7,24.4,16.1,24.2,160,6,1,0,31.739893,77.2509,0.2,0.2,0.2,0.2
2022-06-09,235,Mandi,Himachal Pradesh,north,31.7,76.93,0.0,0.0,orographic,0.6667,24,13.4,17.0,,874.9,25.4,16.3,27.4,160,6,1,0,31.739893,76.92677,0.2,0.2,0.2,0.2
2022-06-09,236,Shimla,Himachal Pradesh,north,31.1,77.17,0.0,0.34,orographic,0.6667,24,13.0,337.0,,853.1,23.0,13.7,25.2,160,6,1,0,30.966606,77.20379,0.0011,0.0011,0.0011,0.0011
2022-06-09,239,Una,Himachal Pradesh,north,31.48,76.27,0.0,0.18,orographic,0.6667,24,16.7,7.0,,923.9,22.7,17.8,30.5,160,6,1,0,31.739893,76.27851,0.0103,0.0103,0.0103,0.0103
2022-06-09,336,Barwani,Madhya Pradesh,central,22.03,74.9,0.0,0.0,orographic,0.6667,24,19.2,274.0,,979.7,22.9,10.6,33.9,160,6,1,0,21.968365,75.0,0.2,0.2,0.2,0.2
2022-06-09,339,Burhanpur,Madhya Pradesh,central,21.33,76.23,0.0,0.0,orographic,0.6667,24,17.7,283.0,,955.5,23.0,10.7,33.6,160,6,1,0,21.476273,76.21042,0.05,0.05,0.05,0.05
2022-06-09,340,Chhatarpur,Madhya Pradesh,central,24.92,79.58,0.0,0.0,orographic,0.3333,24,23.3,262.0,,969.6,23.5,12.9,36.2,160,6,1,0,24.99121,79.53714,0.5,0.5,0.5,0.5
2022-06-09,343,Datia,Madhya Pradesh,central,25.67,78.45,0.0,6.54,orographic,0.3333,24,23.4,274.0,,962.4,23.1,10.9,35.8,160,6,1,0,24.99121,78.47147,1.0,1.0,1.0,1.0
2022-06-09,348,Gwalior,Madhya Pradesh,central,26.22,78.18,0.0,0.0,orographic,0.3333,24,20.2,261.0,,977.8,19.4,12.4,37.4,160,6,1,0,27.521967,78.20829,0.2,0.2,0.2,0.2
2022-06-09,355,Khandwa,Madhya Pradesh,central,21.83,76.35,0.0,0.0,orographic,0.3333,24,24.0,276.0,,965.5,24.1,10.7,34.2,160,6,1,0,21.757467,76.246155,0.05,0.05,0.05,0.05
2022-06-09,356,Khargone,Madhya Pradesh,central,21.82,75.62,0.0,0.6,orographic,0.3333,24,20.4,265.0,,967.5,23.3,11.6,33.4,160,6,1,0,21.757467,75.50769,0.2279,0.2279,0.2279,0.2279
2022-06-09,359,Morena,Madhya Pradesh,central,26.5,77.98,0.0,0.0,orographic,0.3333,24,20.5,258.0,,977.6,19.8,12.5,37.5,160,6,1,0,27.521967,78.00672,0.05,0.05,0.05,0.05
2022-06-09,362,Panna,Madhya Pradesh,central,24.72,80.18,0.0,0.29,orographic,0.6667,24,15.7,247.0,,975.7,23.6,13.1,35.0,160,6,1,0,24.710016,79.96785,0.0937,0.0937,0.0937,0.0937
2022-06-09,366,Rewa,Madhya Pradesh,central,24.53,81.3,0.0,0.17,orographic,0.6667,24,15.7,247.0,,975.7,23.6,13.1,35.0,160,6,1,0,24.710016,79.96785,0.2518,0.2518,0.2518,0.2518
2022-06-09,368,Satna,Madhya Pradesh,central,24.58,80.83,0.0,0.0,orographic,0.6667,24,15.7,247.0,,975.7,23.6,13.1,35.0,160,6,1,0,24.710016,79.96785,0.05,0.05,0.05,0.05
2022-06-09,373,Shivpuri,Madhya Pradesh,central,25.42,77.65,0.0,29.33,active_monsoon,0.5,24,21.9,266.0,,950.4,22.7,11.2,34.4,160,6,1,0,24.99121,77.79333,0.9722,0.9722,0.9722,0.9722
2022-06-09,379,Niwari,Madhya Pradesh,central,25.02,79.12,0.0,1.07,orographic,0.3333,24,21.3,265.0,,969.2,23.9,12.7,36.2,160,6,1,0,24.99121,79.246506,0.2099,0.2099,0.2099,0.2099
2022-06-09,384,Akola,Maharashtra,west_coast,20.7,77.0,0.0,0.0,orographic,0.6667,24,18.2,268.0,,957.0,23.8,9.7,34.0,160,6,1,0,21.476273,77.03779,0.05,0.05,0.05,0.05
2022-06-09,385,Amravati,Maharashtra,west_coast,20.93,77.75,0.0,0.0,orographic,0.3333,24,25.3,290.0,,918.7,23.7,8.8,31.5,160,6,1,0,21.546572,77.760735,0.05,0.05,0.05,0.05
2022-06-09,386,Chhatrapati Sambhajinagar,Maharashtra,west_coast,19.88,75.32,0.0,0.0,orographic,0.6667,24,17.3,272.0,,961.9,24.5,12.0,31.6,160,6,1,0,21.476273,75.29111,0.2,0.2,0.2,0.2
2022-06-09,388,Bhandara,Maharashtra,west_coast,21.17,79.65,0.0,0.0,orographic,0.6667,24,18.7,276.0,,961.1,23.1,9.5,36.9,160,6,1,0,21.476273,79.51991,0.05,0.05,0.05,0.05
2022-06-09,389,Buldhana,Maharashtra,west_coast,20.53,76.18,0.0,0.0,orographic,0.6667,24,17.7,283.0,,955.5,23.0,10.7,33.6,160,6,1,0,21.476273,76.21042,0.2,0.2,0.2,0.2
2022-06-09,390,Chandrapur,Maharashtra,west_coast,19.95,79.3,0.0,0.0,orographic,0.6667,24,18.4,286.0,,960.9,23.2,8.8,35.8,160,6,1,0,21.476273,79.244125,0.2,0.2,0.2,0.2
2022-06-09,391,Dhule,Maharashtra,west_coast,20.9,74.78,0.0,0.0,orographic,0.3333,24,20.5,275.0,,972.7,24.8,11.9,33.2,160,6,1,0,21.476273,74.739525,0.05,0.05,0.05,0.05
2022-06-09,392,Gadchiroli,Maharashtra,west_coast,19.5,80.0,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.2,0.2,0.2,0.2
2022-06-09,393,Gondia,Maharashtra,west_coast,21.47,80.2,0.0,0.0,orographic,0.6667,24,18.1,273.0,,968.7,22.8,11.3,36.5,160,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-09,394,Hingoli,Maharashtra,west_coast,19.72,77.78,0.0,0.0,orographic,0.3333,24,25.3,290.0,,918.7,23.7,8.8,31.5,160,6,1,0,21.546572,77.760735,0.5,0.5,0.5,0.5
2022-06-09,395,Jalgaon,Maharashtra,west_coast,21.0,75.97,0.0,0.0,orographic,0.6667,24,18.0,283.0,,936.3,23.6,10.5,31.9,160,6,1,0,21.476273,76.02656,0.2,0.2,0.2,0.2
2022-06-09,396,Jalna,Maharashtra,west_coast,19.83,75.88,0.1,0.0,orographic,0.6667,24,19.4,274.0,,928.1,24.6,11.9,29.8,160,6,1,0,21.476273,75.75076,0.2,0.2,0.2,0.2
2022-06-09,401,Nagpur,Maharashtra,west_coast,21.15,79.1,0.0,0.0,orographic,0.6667,24,19.8,298.0,,960.7,22.6,9.9,36.5,160,6,1,0,21.476273,78.96833,0.2,0.2,0.2,0.2
2022-06-09,403,Nandurbar,Maharashtra,west_coast,21.37,74.25,0.0,0.0,orographic,0.3333,24,23.4,263.0,,990.1,24.2,10.9,33.8,160,6,1,0,21.476273,74.27988,0.2,0.2,0.2,0.2
2022-06-09,404,Nashik,Maharashtra,west_coast,19.99,73.78,0.0,0.0,orographic,0.6667,24,18.6,242.0,,984.6,24.3,10.9,32.6,160,6,1,0,21.476273,73.728294,0.2,0.2,0.2,0.2
2022-06-09,406,Palghar,Maharashtra,west_coast,19.7,72.8,0.1,0.0,orographic,0.3333,24,20.5,226.0,,1002.4,25.0,7.0,31.8,160,6,1,0,21.265377,72.76986,0.85,0.85,0.85,0.85
2022-06-09,416,Wardha,Maharashtra,west_coast,20.73,78.6,0.0,0.0,orographic,0.6667,24,18.1,279.0,,955.7,22.7,8.8,35.1,160,6,1,0,21.476273,78.50868,0.05,0.05,0.05,0.05
2022-06-09,417,Washim,Maharashtra,west_coast,20.1,77.15,0.0,0.0,orographic,0.6667,24,18.2,268.0,,957.0,23.8,9.7,34.0,160,6,1,0,21.476273,77.03779,0.2,0.2,0.2,0.2
2022-06-09,418,Yavatmal,Maharashtra,west_coast,20.38,78.35,0.7,0.0,orographic,0.3333,24,20.9,283.0,,955.5,22.9,9.4,35.2,160,6,1,0,21.476273,78.23289,0.2,0.2,0.2,0.2
2022-06-09,500,Amritsar,Punjab,north,31.63,74.87,0.0,2.47,orographic,0.6667,24,11.4,62.0,,970.1,22.8,16.6,37.0,160,6,1,0,31.739893,74.76591,0.1969,0.1969,0.1969,0.1969
2022-06-09,507,Gurdaspur,Punjab,north,32.03,75.4,0.0,0.0,orographic,0.6667,24,10.8,18.0,,967.3,22.9,15.9,33.2,160,6,1,0,31.739893,75.52221,0.2,0.2,0.2,0.2
2022-06-09,508,Hoshiarpur,Punjab,north,31.52,75.92,0.0,0.32,orographic,0.3333,24,21.5,295.0,,935.9,23.4,12.2,34.4,160,6,1,0,31.739893,75.954384,0.006,0.006,0.006,0.006
2022-06-09,520,Pathankot,Punjab,north,32.27,75.65,0.0,0.0,orographic,0.3333,24,21.9,339.0,,924.7,24.0,14.7,34.0,160,6,1,0,32.51318,75.54745,0.5,0.5,0.5,0.5
2022-06-09,523,Ajmer,Rajasthan,west,26.45,74.63,0.0,0.0,orographic,0.3333,24,24.9,247.0,,962.2,22.4,11.1,35.9,160,6,1,0,27.521967,74.47929,0.05,0.05,0.05,0.05
2022-06-09,538,Jaipur,Rajasthan,west,26.92,75.78,0.0,0.0,orographic,0.3333,24,25.1,248.0,,941.6,21.0,9.9,35.0,160,6,1,0,27.521967,75.789474,0.05,0.05,0.05,0.05
2022-06-09,539,Jaisalmer,Rajasthan,west,26.92,70.9,0.0,0.68,orographic,0.3333,24,32.8,208.0,,983.1,24.3,15.1,34.0,160,6,1,0,27.521967,70.95185,0.4037,0.4037,0.4037,0.4037
2022-06-09,543,Jodhpur,Rajasthan,west,26.28,73.02,0.0,4.51,orographic,0.3333,24,30.5,224.0,,968.0,23.9,12.6,34.4,160,6,1,0,27.521967,72.96753,0.9513,0.9513,0.9513,0.9513
2022-06-09,544,Karauli,Rajasthan,west,26.48,77.02,0.0,0.0,orographic,0.3333,24,21.6,278.0,,973.5,21.2,10.3,36.9,160,6,1,0,27.521967,76.99888,0.2,0.2,0.2,0.2
2022-06-09,550,Sawai Madhopur,Rajasthan,west,26.02,76.35,0.0,7.19,orographic,0.3333,24,22.1,254.0,,969.3,24.0,10.6,36.9,160,6,1,0,24.780315,76.28755,0.9195,0.9195,0.9195,0.9195
2022-06-09,553,Tonk,Rajasthan,west,26.17,75.78,0.0,2.83,orographic,0.3333,24,25.1,248.0,,941.6,21.0,9.9,35.0,160,6,1,0,27.521967,75.789474,0.8521,0.8521,0.8521,0.8521
2022-06-09,603,Adilabad,Telangana,south,19.66,78.53,0.0,0.0,orographic,0.6667,24,18.1,279.0,,955.7,22.7,8.8,35.1,160,6,1,0,21.476273,78.50868,0.5,0.5,0.5,0.5
2022-06-09,668,Banda,Uttar Pradesh,north,25.48,80.33,0.0,13.04,orographic,0.6667,24,18.1,264.0,,977.9,23.0,13.9,36.6,160,6,1,0,24.99121,80.02153,0.6802,0.6802,0.6802,0.6802
2022-06-09,676,Chitrakoot,Uttar Pradesh,north,25.2,80.9,0.0,4.97,orographic,0.6667,24,18.1,264.0,,977.9,23.0,13.9,36.6,160,6,1,0,24.99121,80.02153,0.6054,0.6054,0.6054,0.6054
2022-06-09,681,Fatehpur,Uttar Pradesh,north,25.93,80.82,0.0,0.0,orographic,0.6667,24,18.1,264.0,,977.9,23.0,13.9,36.6,160,6,1,0,24.99121,80.02153,0.2,0.2,0.2,0.2
2022-06-09,688,Hamirpur,Uttar Pradesh,north,25.95,80.15,0.0,0.0,orographic,0.6667,24,18.1,264.0,,977.9,23.0,13.9,36.6,160,6,1,0,24.99121,80.02153,0.2,0.2,0.2,0.2
2022-06-09,692,Jalaun,Uttar Pradesh,north,26.15,79.35,0.0,0.0,orographic,0.3333,24,21.3,265.0,,969.2,23.9,12.7,36.2,160,6,1,0,24.99121,79.246506,0.2,0.2,0.2,0.2
2022-06-09,694,Jhansi,Uttar Pradesh,north,25.45,78.57,0.0,4.35,orographic,0.3333,24,23.4,274.0,,962.4,23.1,10.9,35.8,160,6,1,0,24.99121,78.47147,0.8538,0.8538,0.8538,0.8538
2022-06-09,699,Kaushambi,Uttar Pradesh,north,25.5,81.1,0.0,0.0,orographic,0.6667,24,18.1,264.0,,977.9,23.0,13.9,36.6,160,6,1,0,24.99121,80.02153,0.05,0.05,0.05,0.05
2022-06-09,704,Mahoba,Uttar Pradesh,north,25.3,79.88,0.0,11.47,orographic,0.6667,24,18.1,264.0,,977.9,23.0,13.9,36.6,160,6,1,0,24.99121,80.02153,0.8708,0.8708,0.8708,0.8708
2022-06-09,731,Banda,Uttar Pradesh,north,25.48,80.33,0.0,13.04,orographic,0.6667,24,18.1,264.0,,977.9,23.0,13.9,36.6,160,6,1,0,24.99121,80.02153,0.6802,0.6802,0.6802,0.6802
2022-06-09,732,Orai,Uttar Pradesh,north,25.98,79.45,0.0,0.0,orographic,0.3333,24,23.3,262.0,,969.6,23.5,12.9,36.2,160,6,1,0,24.99121,79.53714,0.05,0.05,0.05,0.05
2022-06-09,784,Dadra and Nagar Haveli,Dadra & Nagar Haveli and Daman & Diu,west,20.2,73.02,0.0,0.0,orographic,0.3333,24,21.9,231.0,,1000.5,24.6,8.3,32.4,160,6,1,0,21.265377,73.04481,0.5,0.5,0.5,0.5
2022-06-09,785,Daman,Dadra & Nagar Haveli and Daman & Diu,west,20.42,72.85,0.1,0.0,orographic,0.3333,24,20.5,226.0,,1002.4,25.0,7.0,31.8,160,6,1,0,21.265377,72.76986,0.5,0.5,0.5,0.5
2022-06-09,786,Diu,Dadra & Nagar Haveli and Daman & Diu,west,20.72,70.98,0.4,0.0,orographic,0.3333,24,20.3,252.0,,973.8,23.8,12.4,32.0,160,6,1,0,21.265377,71.02851,0.2,0.2,0.2,0.2
2022-06-10,126,Balod,Chhattisgarh,central,21.2,80.77,0.3,7.32,orographic,0.3333,24,24.1,264.0,,969.9,21.0,14.6,34.6,161,6,1,0,21.476273,79.97957,0.6129,0.6129,0.6129,0.6129
2022-06-10,130,Bemetara,Chhattisgarh,central,21.48,81.5,0.3,15.0,orographic,0.3333,24,24.1,264.0,,969.9,21.0,14.6,34.6,161,6,1,0,21.476273,79.97957,0.8931,0.8931,0.8931,0.8931
2022-06-10,135,Durg,Chhattisgarh,central,21.18,81.28,0.3,0.0,orographic,0.3333,24,24.1,264.0,,969.9,21.0,14.6,34.6,161,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-10,140,Kanker,Chhattisgarh,central,20.27,80.43,0.3,0.0,orographic,0.3333,24,24.1,264.0,,969.9,21.0,14.6,34.6,161,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-10,147,Raipur,Chhattisgarh,central,21.25,81.63,0.3,7.81,orographic,0.3333,24,24.1,264.0,,969.9,21.0,14.6,34.6,161,6,1,0,21.476273,79.97957,1.0,1.0,1.0,1.0
2022-06-10,148,Rajnandgaon,Chhattisgarh,central,21.1,80.75,0.3,7.32,orographic,0.3333,24,24.1,264.0,,969.9,21.0,14.6,34.6,161,6,1,0,21.476273,79.97957,0.6129,0.6129,0.6129,0.6129
2022-06-10,154,Charama,Chhattisgarh,central,20.53,80.77,0.3,0.0,orographic,0.3333,24,24.1,264.0,,969.9,21.0,14.6,34.6,161,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-10,173,Amreli,Gujarat,west,21.62,71.18,0.5,0.0,orographic,0.6667,24,19.3,241.0,,991.8,22.9,12.6,33.8,161,6,1,0,21.476273,71.24617,0.2,0.2,0.2,0.2
2022-06-10,177,Bharuch,Gujarat,west,21.7,72.98,0.0,0.0,orographic,0.3333,24,21.6,223.0,,1000.6,25.2,9.3,33.0,161,6,1,0,21.757467,73.01539,0.05,0.05,0.05,0.05
2022-06-10,178,Bhavnagar,Gujarat,west,21.76,72.15,0.4,0.0,orographic,0.3333,24,26.2,200.0,,1002.6,23.4,9.3,33.0,161,6,1,0,21.757467,72.184616,0.2,0.2,0.2,0.2
2022-06-10,180,Dang,Gujarat,west,20.75,73.68,1.2,0.0,orographic,0.6667,24,17.1,241.0,,996.3,22.1,10.0,32.5,161,6,1,0,21.265377,73.50306,0.2,0.2,0.2,0.2
2022-06-10,182,Gir Somnath,Gujarat,west,20.97,70.37,0.2,0.0,orographic,0.6667,24,19.1,234.0,,998.3,23.6,8.4,31.4,161,6,1,0,21.265377,70.29532,0.5,0.5,0.5,0.5
2022-06-10,183,Jamnagar,Gujarat,west,22.47,70.07,0.0,17.97,active_monsoon,0.5,24,37.1,254.0,,1001.5,25.3,7.4,31.8,161,6,1,0,22.530754,70.02075,1.0,1.0,1.0,1.0
2022-06-10,184,Junagadh,Gujarat,west,21.52,70.48,0.0,3.86,orographic,0.6667,24,19.5,238.0,,937.3,23.9,10.2,28.7,161,6,1,0,21.476273,70.51072,0.5192,0.5192,0.5192,0.5192
2022-06-10,188,Narmada,Gujarat,west,21.8,73.5,0.6,0.0,orographic,0.3333,24,22.7,228.0,,983.2,23.9,12.1,32.8,161,6,1,0,21.757467,73.47692,0.2,0.2,0.2,0.2
2022-06-10,189,Navsari,Gujarat,west,20.95,72.92,0.0,0.0,orographic,0.3333,24,21.3,231.0,,1000.6,22.6,8.4,32.3,161,6,1,0,21.265377,73.04481,0.2,0.2,0.2,0.2
2022-06-10,192,Porbandar,Gujarat,west,21.63,69.6,0.0,1.16,orographic,0.6667,24,19.3,235.0,,1002.9,24.7,4.1,30.6,161,6,1,0,21.757467,69.50769,0.2246,0.2246,0.2246,0.2246
2022-06-10,193,Rajkot,Gujarat,west,22.3,70.8,0.1,4.48,orographic,0.3333,24,20.8,233.0,,987.2,23.4,12.4,33.2,161,6,1,0,22.24956,70.754135,1.0,1.0,1.0,1.0
2022-06-10,195,Surat,Gujarat,west,21.17,72.83,0.3,0.0,orographic,0.3333,24,21.1,227.0,,1002.5,23.7,7.1,31.6,161,6,1,0,21.265377,72.76986,0.05,0.05,0.05,0.05
2022-06-10,196,Surendranagar,Gujarat,west,22.7,71.6,0.1,0.0,orographic,0.3333,24,20.2,253.0,,991.5,24.7,12.8,34.0,161,6,1,0,22.741652,71.45681,0.05,0.05,0.05,0.05
2022-06-10,197,Tapi,Gujarat,west,21.12,73.4,1.2,0.2,orographic,0.6667,24,17.1,241.0,,996.3,22.1,10.0,32.5,161,6,1,0,21.265377,73.50306,0.0798,0.0798,0.0798,0.0798
2022-06-10,198,Vadodara,Gujarat,west,22.3,73.2,0.0,0.0,orographic,0.6667,24,19.4,225.0,,998.7,24.8,11.3,34.1,161,6,1,0,22.24956,73.264465,0.05,0.05,0.05,0.05
2022-06-10,199,Valsad,Gujarat,west,20.6,72.93,0.0,0.0,orographic,0.3333,24,21.3,231.0,,1000.6,22.6,8.4,32.3,161,6,1,0,21.265377,73.04481,0.2,0.2,0.2,0.2
2022-06-10,200,Devbhoomi Dwarka,Gujarat,west,22.2,69.95,0.0,0.0,orographic,0.3333,24,22.2,231.0,,996.6,25.1,10.8,32.7,161,6,1,0,22.24956,70.01033,0.05,0.05,0.05,0.05
2022-06-10,201,Morbi,Gujarat,west,22.82,70.83,0.0,0.66,orographic,0.3333,24,23.8,251.0,,995.8,24.8,11.6,33.2,161,6,1,0,22.741652,70.707596,0.3563,0.3563,0.3563,0.3563
